STARTED,ID,german,blob,order_1,order_2,VR06,VR17,VR02_01,VR02_02,VR02_03,VR02_04,VR02_05,VR02_06,VR02_06a,VR02_07,VR13_01,VR13_02,VR13_03,VR13_04,VR13_05,VR13_06,VR13_06a,VR13_07,VR03_01,VR03_02,VR03_03,VR03_06,VR14_01,VR14_02,VR14_03,VR14_06,VR05_01,VR05_02,VR05_03,VR05_06,VR05_07,VR05_08,VR05_08a,VR05_09,VR16_01,VR16_02,VR16_03,VR16_06,VR16_07,VR16_08,VR16_08a,VR16_09,SSQ_N_FP,SSQ_O_FP,SSQ_D_FP,SSQ_TS_FP,SSQ_N_H,SSQ_O_H,SSQ_D_H,SSQ_TS_H,SSQ_N_AVG,SSQ_O_AVG,SSQ_D_AVG,SSQ_TS_AVG,P_FP,P_H,P_AVG,EB_EL_FP,EB_PA_FP,EB_EL_H,EB_PA_H,EB_SP_FP,EB_SP_H,EB_SP_AVG,EB_SL_FP,EB_A_FP,EB_O_FP,EB_SL_H,EB_A_H,EB_O_H,EB_EB_FP,EB_EB_H,EB_EB_AVG,H_0_MS,H_1_MS,H_2_MS,H_3_MS,H_4_MS,H_AVG_MS,FP_0_MS,FP_1_MS,FP_2_MS,FP_3_MS,FP_4_MS,FP_AVG_MS
2022-01-10 09:15:44,043,0,1,02134,04123,,2.0,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,19.08,7.58,0.0,99.7084,0.0,0.0,0.0,0.0,9.54,3.79,0.0,49.8542,107.0,104.0,105.5,15.0,13.0,10.0,11.0,28.0,21.0,24.5,8.0,10.0,11.0,4.0,10.0,11.0,29.0,25.0,27.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-01-10 11:43:41,044,1,0,02143,04132,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,"Rennspiele, Strategiespiele",1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,28.619999999999997,7.58,13.92,187.4488,28.619999999999997,7.58,13.92,187.4488,28.619999999999997,7.58,13.92,187.4488,111.0,104.0,107.5,9.0,8.0,6.0,10.0,17.0,16.0,16.5,6.0,5.0,4.0,7.0,6.0,5.0,15.0,18.0,16.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-01-11 08:17:36,045,1,1,02341,04213,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,28.619999999999997,60.64,69.6,594.1364,19.08,53.06,69.6,530.1076,23.849999999999998,56.85,69.6,562.1220000000001,129.0,117.0,123.0,15.0,14.0,14.0,15.0,29.0,29.0,29.0,6.0,13.0,11.0,8.0,12.0,13.0,30.0,33.0,31.5,1,1,1,1,1,1.0,1,2,2,2,2,1.8
2022-01-11 10:40:37,046,1,0,02341,04231,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,Fifa,1.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,19.08,30.32,55.68,392.99920000000003,38.16,37.9,69.6,544.7684,28.619999999999997,34.11,62.64,468.88380000000006,91.0,93.0,92.0,7.0,8.0,4.0,10.0,15.0,14.0,14.5,5.0,6.0,7.0,7.0,7.0,9.0,18.0,23.0,20.5,0,2,2,2,1,1.4,2,2,2,2,2,2.0
2022-01-11 13:20:51,047,1,1,02413,04312,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,Strategiespiele,1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,0.0,22.740000000000002,13.92,137.10840000000002,0.0,0.0,0.0,0.0,0.0,11.370000000000001,6.96,68.55420000000001,135.0,151.0,143.0,13.0,9.0,15.0,17.0,22.0,32.0,27.0,5.0,18.0,8.0,6.0,17.0,11.0,31.0,34.0,32.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-01-12 12:40:40,048,1,0,02413,04321,1.0,,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,28.619999999999997,30.32,0.0,220.4356,19.08,7.58,27.84,203.83,23.849999999999998,18.95,13.92,212.1328,138.0,113.0,125.5,12.0,13.0,6.0,11.0,25.0,17.0,21.0,4.0,13.0,6.0,6.0,9.0,9.0,23.0,24.0,23.5,0,2,0,2,0,0.8,2,2,2,2,2,2.0
2022-01-12 13:39:54,049,1,1,01234,03124,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,28.619999999999997,83.38,111.36,835.3664000000001,28.619999999999997,45.480000000000004,111.36,693.6204,28.619999999999997,64.43,111.36,764.4934000000001,93.0,90.0,91.5,7.0,9.0,14.0,12.0,16.0,26.0,21.0,6.0,8.0,10.0,4.0,9.0,11.0,24.0,24.0,24.0,0,3,0,3,4,2.0,2,4,4,3,4,3.4
2022-01-13 10:15:49,050,1,0,01243,03142,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,LoL,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,57.239999999999995,75.8,83.52,809.9344000000001,76.32,68.22,55.68,748.8228,66.78,72.00999999999999,69.6,779.3786,95.0,94.0,94.5,18.0,15.0,16.0,13.0,33.0,29.0,31.0,5.0,7.0,11.0,8.0,9.0,11.0,23.0,28.0,25.5,2,2,2,2,2,2.0,0,0,1,4,3,1.6
2022-01-13 11:44:44,051,1,1,01324,03214,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,28.619999999999997,37.9,55.68,457.02799999999996,0.0,0.0,13.92,52.0608,14.309999999999999,18.95,34.8,254.5444,112.0,109.0,110.5,18.0,10.0,8.0,15.0,28.0,23.0,25.5,5.0,9.0,11.0,5.0,13.0,7.0,25.0,25.0,25.0,0,0,0,0,0,0.0,0,2,4,1,2,1.8
2022-01-13 14:03:55,052,1,0,01342,03241,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,"gemütliche Couch-Koops(Bei it takes two muss man sich refelmäßig auf neue Steuerungselemente einstellen, vielleicht hatte mir das geholfen), teils Simulationen",1.0,,,,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,9.54,15.16,0.0,92.378,9.54,22.740000000000002,0.0,120.72720000000001,9.54,18.950000000000003,0.0,106.55260000000001,147.0,97.0,122.0,16.0,18.0,13.0,14.0,34.0,27.0,30.5,7.0,16.0,12.0,5.0,10.0,11.0,35.0,26.0,30.5,0,0,0,0,0,0.0,0,1,0,1,0,0.4
2022-01-14 09:22:20,053,1,1,01423,03412,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,114.47999999999999,90.96000000000001,111.36,1184.832,9.54,7.58,13.92,116.0896,62.00999999999999,49.27,62.64,650.4608000000001,64.0,125.0,94.5,11.0,12.0,14.0,13.0,23.0,27.0,25.0,5.0,4.0,11.0,6.0,13.0,12.0,20.0,31.0,25.5,0,0,0,2,0,0.4,1,2,2,2,4,2.2
2022-01-17 09:14:22,054,1,0,01432,03421,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,9.54,15.16,13.92,144.4388,0.0,22.740000000000002,13.92,137.10840000000002,4.77,18.950000000000003,13.92,140.7736,103.0,110.0,106.5,14.0,10.0,10.0,16.0,24.0,26.0,25.0,5.0,14.0,5.0,4.0,11.0,9.0,24.0,24.0,24.0,0,0,0,2,1,0.6,0,0,0,0,0,0.0
2022-01-17 13:58:51,055,1,1,02134,04123,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,66.78,68.22,97.44,869.3256,38.16,68.22,69.6,658.1652,52.47,68.22,83.52,763.7454,86.0,104.0,95.0,11.0,10.0,11.0,12.0,21.0,23.0,22.0,2.0,6.0,10.0,6.0,9.0,12.0,18.0,27.0,22.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-01-18 08:16:35,056,1,0,02143,04132,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,Jump and run (Super mario),1.0,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,19.08,7.58,27.84,203.83,9.54,3.79,13.92,101.915,128.0,123.0,125.5,10.0,14.0,8.0,14.0,24.0,22.0,23.0,4.0,12.0,5.0,4.0,13.0,4.0,21.0,21.0,21.0,0,2,2,2,1,1.4,0,4,0,2,4,2.0
2022-01-18 10:33:30,057,1,1,02314,04213,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,19.08,22.740000000000002,13.92,208.46760000000003,28.619999999999997,22.740000000000002,0.0,192.0864,23.849999999999998,22.740000000000002,6.96,200.27700000000002,111.0,104.0,107.5,15.0,10.0,11.0,10.0,25.0,21.0,23.0,5.0,14.0,14.0,8.0,13.0,8.0,33.0,29.0,31.0,2,2,1,2,2,1.8,3,3,3,4,4,3.4
2022-01-18 12:48:56,058,0,0,02341,04231,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,38.16,30.32,55.68,464.3584,28.619999999999997,30.32,55.68,428.6788,33.39,30.32,55.68,446.5186,119.0,140.0,129.5,19.0,12.0,18.0,17.0,31.0,35.0,33.0,5.0,13.0,15.0,7.0,15.0,12.0,33.0,34.0,33.5,0,0,1,0,2,0.6,0,0,0,0,0,0.0
2022-01-19 09:10:04,059,1,1,02413,04312,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,Mario Kart,1.0,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,38.16,30.32,41.76,412.29759999999993,9.54,15.16,0.0,92.378,23.849999999999998,22.740000000000002,20.88,252.33779999999996,95.0,92.0,93.5,6.0,10.0,8.0,13.0,16.0,21.0,18.5,5.0,10.0,7.0,7.0,11.0,8.0,22.0,26.0,24.0,0,0,0,1,2,0.6,0,6,6,2,8,4.4
2022-01-19 14:02:56,060,1,0,02431,04321,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,Minispiele,1.0,,,,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,19.08,22.740000000000002,0.0,156.4068,9.54,11.370000000000001,0.0,78.2034,131.0,93.0,112.0,14.0,15.0,10.0,7.0,29.0,17.0,23.0,5.0,11.0,8.0,6.0,9.0,10.0,24.0,25.0,24.5,0,0,0,0,0,0.0,0,0,0,2,0,0.4
2022-01-20 09:16:30,061,1,1,01234,03124,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,95.39999999999999,30.32,83.52,782.5576000000001,47.699999999999996,30.32,41.76,447.97720000000004,71.55,30.32,62.64,615.2674000000001,143.0,132.0,137.5,19.0,18.0,12.0,19.0,37.0,31.0,34.0,5.0,17.0,12.0,6.0,16.0,8.0,34.0,30.0,32.0,1,1,1,1,2,1.2,1,1,0,1,1,0.8
2022-01-20 11:39:15,062,1,0,01243,03142,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,19.08,22.740000000000002,13.92,208.46760000000003,0.0,7.58,13.92,80.41000000000001,9.54,15.16,13.92,144.43880000000001,103.0,120.0,111.5,19.0,14.0,7.0,10.0,33.0,17.0,25.0,7.0,11.0,12.0,3.0,10.0,9.0,30.0,22.0,26.0,0,2,0,0,0,0.4,0,1,1,0,0,0.4
2022-01-21 09:25:44,063,1,1,01324,03214,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,19.08,7.58,27.84,203.83,19.08,15.16,27.84,232.1792,19.08,11.370000000000001,27.84,218.0046,87.0,77.0,82.0,13.0,13.0,11.0,10.0,26.0,21.0,23.5,6.0,8.0,11.0,6.0,10.0,10.0,25.0,26.0,25.5,1,2,2,3,2,2.0,2,4,5,3,3,3.4
2022-01-21 14:22:10,064,1,0,01342,03241,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,9.54,45.480000000000004,27.84,309.8964,19.08,15.16,0.0,128.05759999999998,14.309999999999999,30.32,13.92,218.977,109.0,118.0,113.5,11.0,11.0,11.0,9.0,22.0,20.0,21.0,5.0,8.0,6.0,5.0,8.0,5.0,19.0,18.0,18.5,0,1,0,1,0,0.4,2,3,0,3,3,2.2
2022-01-24 14:16:13,065,1,1,01423,03412,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,66.78,90.96000000000001,180.96,1266.7380000000003,28.619999999999997,60.64,83.52,646.1972,47.7,75.80000000000001,132.24,956.4676000000002,111.0,104.0,107.5,14.0,15.0,10.0,14.0,29.0,24.0,26.5,5.0,13.0,11.0,8.0,13.0,8.0,29.0,29.0,29.0,0,0,0,0,0,0.0,0,2,3,2,2,1.8
2022-01-25 13:14:52,067,1,1,02134,04123,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,57.239999999999995,30.32,83.52,639.8392,9.54,15.16,27.84,196.49960000000002,33.39,22.740000000000002,55.68,418.1694,105.0,124.0,114.5,13.0,11.0,11.0,12.0,24.0,23.0,23.5,3.0,9.0,9.0,6.0,12.0,10.0,21.0,28.0,24.5,1,2,1,2,3,1.8,0,1,3,1,2,1.4
2022-01-26 11:45:40,068,0,0,02143,04132,,2.0,,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,Esports - League of legends style games,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,28.619999999999997,37.9,69.6,509.08880000000005,19.08,30.32,13.92,236.8168,23.849999999999998,34.11,41.76,372.9528,89.0,93.0,91.0,8.0,10.0,13.0,12.0,18.0,25.0,21.5,5.0,8.0,7.0,6.0,10.0,10.0,20.0,26.0,23.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-01-26 13:50:19,069,1,1,02314,04213,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,"Puzzles mit Playerfigur (Portal, Superliminal)",1.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,38.16,30.32,69.6,516.4191999999999,38.16,15.16,83.52,511.7815999999999,38.16,22.740000000000002,76.56,514.1003999999999,109.0,100.0,104.5,14.0,13.0,11.0,13.0,27.0,24.0,25.5,6.0,12.0,14.0,7.0,9.0,11.0,32.0,27.0,29.5,1,1,1,1,1,1.0,0,1,1,1,1,0.8
2022-01-27 09:01:22,070,1,0,02341,04231,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,"RPG, Walking Simulator, Point and click, run'n'gun, farming Simulator",1.0,,,,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7.58,0.0,28.349200000000003,0.0,3.79,0.0,14.174600000000002,119.0,102.0,110.5,17.0,17.0,8.0,9.0,34.0,17.0,25.5,6.0,13.0,14.0,7.0,11.0,7.0,33.0,25.0,29.0,0,0,0,0,1,0.2,0,1,0,0,0,0.2
2022-01-27 11:45:13,071,0,1,02413,04312,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,"strategic, Arcade",1.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,19.08,22.740000000000002,41.76,312.5892,19.08,22.740000000000002,41.76,312.5892,19.08,22.740000000000002,41.76,312.5892,128.0,136.0,132.0,13.0,12.0,12.0,10.0,25.0,22.0,23.5,5.0,6.0,8.0,7.0,14.0,7.0,19.0,28.0,23.5,1,1,0,0,2,0.8,0,1,0,0,2,0.6
2022-01-27 13:44:41,072,1,0,02431,04321,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,FIFA,1.0,,,,,,,,,2.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,Das VR-Gerät aus dem EW-Gebäude (3. Stock),1.0,,,,,,,,,19.08,53.06,111.36,686.2900000000001,9.54,37.9,41.76,333.608,14.309999999999999,45.480000000000004,76.56,509.94900000000007,107.0,98.0,102.5,14.0,14.0,12.0,13.0,28.0,25.0,26.5,5.0,12.0,9.0,5.0,8.0,11.0,26.0,24.0,25.0,0,0,0,0,0,0.0,1,0,0,0,1,0.4
2022-01-28 09:21:17,073,0,1,01234,03124,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,I have only played Sims,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,19.08,37.9,83.52,525.47,19.08,37.9,69.6,473.40919999999994,19.08,37.9,76.56,499.4396,100.0,90.0,95.0,10.0,12.0,12.0,11.0,22.0,23.0,22.5,5.0,5.0,7.0,5.0,5.0,8.0,17.0,18.0,17.5,0,0,0,1,1,0.4,0,0,0,0,0,0.0
2022-02-01 09:47:22,074,0,0,01243,03142,,1.0,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,Fifa,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,28.619999999999997,22.740000000000002,41.76,348.26880000000006,0.0,0.0,0.0,0.0,14.309999999999999,11.370000000000001,20.88,174.13440000000003,112.0,101.0,106.5,15.0,15.0,8.0,16.0,30.0,24.0,27.0,6.0,16.0,9.0,6.0,14.0,9.0,31.0,29.0,30.0,1,2,1,0,1,1.0,0,4,2,2,3,2.2
2022-02-07 13:41:07,076,0,0,01342,03241,,1.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,jrpg,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,19.08,7.58,0.0,99.7084,9.54,3.79,0.0,49.8542,116.0,107.0,111.5,16.0,15.0,12.0,11.0,31.0,23.0,27.0,5.0,14.0,12.0,7.0,8.0,9.0,31.0,24.0,27.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-02-08 08:04:25,077,1,0,01423,03412,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,Geschlicklichkeit (mario etc.),1.0,,,,,,,,,1.0,2.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,38.16,30.32,83.52,568.48,19.08,30.32,69.6,445.06,28.619999999999997,30.32,76.56,506.77,126.0,133.0,129.5,15.0,16.0,17.0,12.0,31.0,29.0,30.0,6.0,15.0,13.0,6.0,15.0,12.0,34.0,33.0,33.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-02-08 10:28:24,078,1,0,01432,03421,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,28.619999999999997,37.9,41.76,404.96720000000005,19.08,22.740000000000002,0.0,156.4068,23.849999999999998,30.32,20.88,280.687,130.0,134.0,132.0,12.0,15.0,11.0,15.0,27.0,26.0,26.5,6.0,13.0,12.0,6.0,14.0,14.0,31.0,34.0,32.5,0,1,0,1,2,0.8,0,2,4,0,1,1.4
2022-02-08 13:14:24,079,1,1,02134,04123,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,0.0,30.32,27.84,217.51839999999999,0.0,30.32,0.0,113.39680000000001,0.0,30.32,13.92,165.4576,105.0,108.0,106.5,14.0,15.0,6.0,11.0,29.0,17.0,23.0,6.0,12.0,6.0,6.0,8.0,4.0,24.0,18.0,21.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-02-09 09:08:46,080,0,0,02143,04132,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,57.239999999999995,22.740000000000002,83.52,611.49,19.08,22.740000000000002,55.68,364.65000000000003,38.16,22.740000000000002,69.6,488.07000000000005,128.0,92.0,110.0,19.0,15.0,16.0,12.0,34.0,28.0,31.0,5.0,15.0,13.0,7.0,12.0,9.0,33.0,28.0,30.5,0,1,1,2,1,1.0,1,2,2,3,2,2.0
2022-02-09 13:50:03,082,1,0,02341,04231,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,Story-driven games (mit Fokus auf die Handlung),1.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,9.54,22.740000000000002,27.84,224.84880000000004,0.0,7.58,13.92,80.41000000000001,4.77,15.16,20.88,152.62940000000003,98.0,117.0,107.5,10.0,10.0,4.0,12.0,20.0,16.0,18.0,5.0,12.0,6.0,6.0,9.0,6.0,23.0,21.0,22.0,0,0,0,0,0,0.0,0,0,1,0,0,0.2
2022-02-10 09:12:49,083,0,1,02413,04312,,2.0,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,platformers,1.0,,,,,2.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,38.16,22.740000000000002,97.44,592.1916,28.619999999999997,7.58,55.68,343.6312,33.39,15.16,76.56,467.91139999999996,127.0,133.0,130.0,16.0,13.0,16.0,16.0,29.0,32.0,30.5,6.0,13.0,9.0,6.0,17.0,7.0,28.0,30.0,29.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2022-02-10 10:48:39,084,0,0,02431,04321,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,9.54,37.9,27.84,281.54720000000003,28.619999999999997,45.480000000000004,27.84,381.2556,19.08,41.69,27.84,331.4014,116.0,109.0,112.5,12.0,14.0,12.0,12.0,26.0,24.0,25.0,6.0,12.0,13.0,6.0,12.0,10.0,31.0,28.0,29.5,0,3,3,2,3,2.2,0,1,1,0,0,0.4
2022-02-11 09:30:43,085,0,0,02341,04231,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,47.699999999999996,15.16,13.92,287.15720000000005,0.0,7.58,0.0,28.349200000000003,23.849999999999998,11.370000000000001,6.96,157.75320000000002,90.0,123.0,106.5,16.0,13.0,11.0,14.0,29.0,25.0,27.0,5.0,7.0,10.0,6.0,11.0,7.0,22.0,24.0,23.0,0,0,0,0,0,0.0,0,1,0,1,1,0.6
2022-02-11 11:35:40,086,1,0,01432,03421,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,66.78,30.32,55.68,571.3972,95.39999999999999,53.06,69.6,815.5444,81.09,41.69,62.64,693.4708,100.0,116.0,108.0,14.0,13.0,12.0,14.0,27.0,26.0,26.5,5.0,10.0,12.0,6.0,12.0,12.0,27.0,30.0,28.5,0,0,0,0,1,0.2,1,2,1,2,3,1.8
2022-02-11 14:03:28,087,1,1,01324,03214,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,2.0,2.0,2.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,38.16,45.480000000000004,41.76,468.99600000000004,0.0,37.9,27.84,245.86759999999998,19.08,41.69,34.8,357.4318,94.0,95.0,94.5,11.0,11.0,8.0,12.0,22.0,20.0,21.0,5.0,10.0,10.0,7.0,9.0,7.0,25.0,23.0,24.0,0,1,0,0,1,0.4,0,1,0,1,1,0.6
